ColorCombinationID,PrimaryColor,SecondaryColor,AccentColor,Mood,MoodIntensity,Description
1691,Blue,Silver,Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1692,Light Blue,Beige,Purple,Bold,9,"Strong contrasts create a bold, intense impression."
1693,White,Light Blue,Black,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1694,Yellow,Silver,White,Neutral,5,Neutral tones provide balance without strong mood influence.
1695,Light Blue,Beige,Brown,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1696,Brown,Blue,Light Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1697,Yellow,Grey,Orange,Bold,9,"Strong contrasts create a bold, intense impression."
1698,Purple,Green,Yellow,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1699,Silver,Red,Green,Calm,8,Cool colors promote calmness and relaxation.
1700,Orange,Red,Red,Energetic,7,Red is vibrant and associated with high energy.
1701,Red,Dark Blue,Purple,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1702,Purple,Purple,Dark Blue,Energetic,7,Red is vibrant and associated with high energy.
1703,Pink,Brown,Red,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1704,Black,Green,Green,Energetic,7,Red is vibrant and associated with high energy.
1705,Dark Blue,Purple,Red,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1706,Pink,Black,Green,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1707,Blue,Orange,Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1708,Light Blue,Light Blue,Brown,Calm,8,Cool colors promote calmness and relaxation.
1709,Green,Pink,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1710,Black,Light Blue,Red,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1711,Pink,Green,Black,Happy,9,Bright colors like yellow are often linked to happiness.
1712,Black,Green,Green,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1713,Green,Brown,Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1714,White,White,Green,Neutral,5,Neutral tones provide balance without strong mood influence.
1715,Orange,Blue,Green,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1716,White,Green,Grey,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1717,Brown,Beige,Purple,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1718,Blue,Silver,Dark Blue,Energetic,7,Red is vibrant and associated with high energy.
1719,Grey,Red,Purple,Energetic,7,Red is vibrant and associated with high energy.
1720,White,Orange,Beige,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1721,Silver,Dark Blue,Purple,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1722,Silver,Pink,Black,Neutral,5,Neutral tones provide balance without strong mood influence.
1723,Pink,Grey,Purple,Energetic,7,Red is vibrant and associated with high energy.
1724,Brown,Red,Orange,Energetic,7,Red is vibrant and associated with high energy.
1725,Dark Blue,Dark Blue,Beige,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1726,Brown,Pink,Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1727,Brown,Red,Light Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1728,Purple,White,Red,Happy,9,Bright colors like yellow are often linked to happiness.
1729,White,Dark Blue,Black,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1730,Yellow,Green,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1731,White,Dark Blue,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1732,White,Beige,Yellow,Bold,9,"Strong contrasts create a bold, intense impression."
1733,Purple,Light Blue,Grey,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1734,Grey,Red,Pink,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1735,Light Blue,Red,Yellow,Neutral,5,Neutral tones provide balance without strong mood influence.
1736,Orange,Green,Yellow,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1737,Pink,Black,Black,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1738,Green,Black,White,Neutral,5,Neutral tones provide balance without strong mood influence.
1739,Black,Light Blue,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1740,Black,White,Black,Neutral,5,Neutral tones provide balance without strong mood influence.
1741,Purple,White,Purple,Calm,8,Cool colors promote calmness and relaxation.
1742,Pink,Purple,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1743,Black,Light Blue,Beige,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1744,Black,Light Blue,Black,Neutral,5,Neutral tones provide balance without strong mood influence.
1745,Silver,Pink,Green,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1746,Brown,Black,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1747,Purple,Light Blue,Orange,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1748,Light Blue,Black,Purple,Neutral,5,Neutral tones provide balance without strong mood influence.
1749,Blue,Pink,White,Calm,8,Cool colors promote calmness and relaxation.
1750,Purple,Dark Blue,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1751,Green,Dark Blue,Orange,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1752,Yellow,Orange,Dark Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1753,Dark Blue,Purple,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
1754,Dark Blue,Green,Black,Calm,8,Cool colors promote calmness and relaxation.
1755,Orange,White,Grey,Bold,9,"Strong contrasts create a bold, intense impression."
1756,White,Pink,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
1757,Light Blue,White,Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1758,Dark Blue,Brown,Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1759,Yellow,Purple,Silver,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1760,Grey,Silver,Brown,Neutral,5,Neutral tones provide balance without strong mood influence.
1761,Black,Brown,Purple,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1762,Brown,Beige,Green,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1763,Dark Blue,Orange,Green,Happy,9,Bright colors like yellow are often linked to happiness.
1764,Brown,Silver,Silver,Calm,8,Cool colors promote calmness and relaxation.
1765,Grey,Black,Green,Bold,9,"Strong contrasts create a bold, intense impression."
1766,White,Yellow,Dark Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1767,Orange,Purple,White,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1768,White,Grey,Green,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1769,Dark Blue,Silver,Red,Energetic,7,Red is vibrant and associated with high energy.
1770,Pink,Grey,Beige,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1771,Dark Blue,Red,Red,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1772,Dark Blue,Blue,White,Happy,9,Bright colors like yellow are often linked to happiness.
1773,Blue,Yellow,Orange,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1774,Silver,Pink,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1775,Yellow,Black,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1776,Brown,Orange,Dark Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1777,Silver,Green,Yellow,Energetic,7,Red is vibrant and associated with high energy.
1778,Dark Blue,Brown,Red,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1779,Orange,Dark Blue,Red,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1780,Yellow,Brown,Light Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1781,White,Red,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1782,Beige,Pink,Orange,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1783,Silver,Green,Pink,Happy,9,Bright colors like yellow are often linked to happiness.
1784,Pink,Blue,Grey,Energetic,7,Red is vibrant and associated with high energy.
1785,Orange,Black,Red,Happy,9,Bright colors like yellow are often linked to happiness.
1786,Purple,Grey,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1787,Grey,Brown,Orange,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1788,Green,Red,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1789,Brown,Green,White,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1790,Orange,Brown,Brown,Happy,9,Bright colors like yellow are often linked to happiness.
1791,Purple,Beige,White,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1792,Red,Red,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1793,Light Blue,Dark Blue,Green,Neutral,5,Neutral tones provide balance without strong mood influence.
1794,Yellow,Light Blue,Brown,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1795,Pink,Green,Green,Bold,9,"Strong contrasts create a bold, intense impression."
1796,Silver,Pink,Black,Energetic,7,Red is vibrant and associated with high energy.
1797,Beige,Purple,Light Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1798,Grey,Red,Red,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1799,Yellow,Light Blue,Brown,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1800,Beige,Pink,Grey,Energetic,7,Red is vibrant and associated with high energy.
1801,Yellow,Brown,Green,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1802,Pink,Pink,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
1803,Yellow,Red,Pink,Happy,9,Bright colors like yellow are often linked to happiness.
1804,Beige,Grey,Light Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1805,Grey,Brown,Light Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1806,Pink,Light Blue,Orange,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1807,Red,Light Blue,Green,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1808,Brown,Purple,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1809,White,Beige,Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1810,Red,Yellow,Red,Energetic,7,Red is vibrant and associated with high energy.
1811,Pink,White,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
1812,Red,Dark Blue,Grey,Calm,8,Cool colors promote calmness and relaxation.
1813,Yellow,Black,Purple,Calm,8,Cool colors promote calmness and relaxation.
1814,Yellow,Pink,Brown,Energetic,7,Red is vibrant and associated with high energy.
1815,Grey,Brown,Grey,Happy,9,Bright colors like yellow are often linked to happiness.
1816,White,Purple,Pink,Happy,9,Bright colors like yellow are often linked to happiness.
1817,Silver,Grey,White,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1818,Pink,Dark Blue,Brown,Happy,9,Bright colors like yellow are often linked to happiness.
1819,Brown,Brown,Purple,Bold,9,"Strong contrasts create a bold, intense impression."
1820,Green,Orange,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1821,Beige,Light Blue,Brown,Bold,9,"Strong contrasts create a bold, intense impression."
1822,Blue,Blue,Silver,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1823,Blue,Purple,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
1824,Beige,Beige,Green,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1825,Black,Beige,Light Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1826,Beige,Blue,Silver,Calm,8,Cool colors promote calmness and relaxation.
1827,Black,Black,Green,Calm,8,Cool colors promote calmness and relaxation.
1828,Black,Light Blue,Grey,Neutral,5,Neutral tones provide balance without strong mood influence.
1829,Beige,Purple,Orange,Neutral,5,Neutral tones provide balance without strong mood influence.
1830,Green,Pink,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1831,Beige,Black,Yellow,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1832,Grey,Silver,Silver,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1833,Red,Silver,Black,Energetic,7,Red is vibrant and associated with high energy.
1834,Red,Purple,Purple,Bold,9,"Strong contrasts create a bold, intense impression."
1835,Purple,Dark Blue,Red,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1836,Beige,Light Blue,Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1837,Dark Blue,Dark Blue,Grey,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1838,Purple,Green,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1839,Black,White,Brown,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1840,Red,Black,Red,Neutral,5,Neutral tones provide balance without strong mood influence.
1841,Yellow,Pink,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1842,Grey,Yellow,Dark Blue,Calm,8,Cool colors promote calmness and relaxation.
1843,Black,Purple,Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1844,Orange,Beige,Pink,Energetic,7,Red is vibrant and associated with high energy.
1845,Red,Silver,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1846,Silver,Black,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1847,Beige,Beige,Brown,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1848,Black,Blue,Silver,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1849,Beige,Pink,Brown,Energetic,7,Red is vibrant and associated with high energy.
1850,Brown,Yellow,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1851,Brown,Purple,Red,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1852,Red,Pink,White,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1853,Pink,Blue,Blue,Calm,8,Cool colors promote calmness and relaxation.
1854,Yellow,Beige,Orange,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1855,Light Blue,Pink,Grey,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1856,Green,Light Blue,Black,Happy,9,Bright colors like yellow are often linked to happiness.
1857,Green,Orange,Yellow,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1858,Dark Blue,Black,Red,Happy,9,Bright colors like yellow are often linked to happiness.
1859,Dark Blue,Red,Purple,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1860,Light Blue,Pink,Dark Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
